medical_abstract,original_condition_labels,original_condition_names,original_splits,n_tokens,was_truncated,binary_prediction,urgent_score,nonurgent_score,confidence,triage_level,pseudolabel_model,pseudolabel_threshold,max_length
"Alterations in opioid parameters in the hypothalamus of rats with estradiol-induced polycystic ovarian disease. The distribution and density of selectively labeled mu-, delta-, and kappa-opioid binding sites were examined by in vitro radioautography in the hypothalamus of normal, estradiol valerate (EV)-injected, and estradiol (E2)-implanted female rats. Hypothalamic beta-endorphin concentration was also examined by RIA in these three groups of animals. Quantitative analysis of film radioautographs demonstrated a selective increase in mu-opioid binding in the medial preoptic area of EV-treated, but not of E2-implanted rats. However, both these estrogenized groups exhibited a reduction in the density of delta-opioid binding in the suprachiasmatic nucleus. Statistically significant changes between either estrogenized groups were not observed for kappa-opioid binding. Results on the hypothalamic concentration of beta-endorphin indicated a marked reduction in EV-injected animals with respect to controls. In contrast, the E2-implanted animals exhibited beta-endorphin concentrations similar to controls. The present results confirm the increase in opioid receptor binding previously reported in the hypothalamus of EV-treated rats and further demonstrate that this increase is confined to the medial preoptic area and exclusively concerns mu-opioid receptors. The concomitant reduction in beta-endorphin levels observed in the same group of animals suggests that the observed increase in mu-opioid binding could reflect a chronic up-regulation of the receptor in response to compromised beta-endorphin input. Given the restriction of this effect to the site of origin of LHRH neurons and the demonstrated inhibitory role of opioids on LHRH release, it is tempting to postulate that such up-regulation could lead to the suppression of the plasma LH pattern that characterizes polycystic ovarian disease in the EV-treated rat.",1,neoplasms,train,463,True,non-urgent,0.1871282309293747,0.8128717541694641,0.8128717541694641,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Alterations of adrenoceptors in the nasal mucosa of allergic patients in comparison with nonallergic individuals. Nasal hyperreactivity in nasal allergy may be due to changes of the characteristics in adrenergic receptors. Radioligand receptor-binding studies with the antagonists, 3H-prazosin (alpha 1-adrenoceptor), 3H-rauwolscine (alpha 2-adrenoceptor), and 125I-(-)-Cyanopindolol (beta-adrenoceptor) were performed in homogenates of nasal mucosa of allergic and nonallergic (NA) patients to investigate this hypothesis. The heterogeneous NA group was subdivided into control individuals and patients with chronic sinusitis and vasomotor rhinitis. No significant differences in affinities or densities of alpha 1- and alpha 2-adrenoceptors could be demonstrated in allergic patients in comparison with NA and control individuals. The beta-adrenoceptor density was significantly reduced in allergic patients in comparison with that of control individuals. Neither changes in agonist binding or in the effect of Gpp(NH)p on the agonist binding to beta-adrenoceptors could be observed in allergic patients. The subtype selective antagonist, LK203-030, demonstrated the presence of a homogeneous population of beta 2-adrenoceptors in human nasal mucosa of both NA and allergic patients. In vitro, autoradiography demonstrated specific 125I-(-)-Cyanopindolol labeling of the epithelium in NA and allergic patients. In conclusion, no changes in characteristics of alpha 1- or alpha 2-adrenoceptors in the nasal mucosa could be demonstrated in nasal allergy. However, a decreased number of beta-adrenoceptors may reflect a beta-adrenergic abnormality in nasal allergy.",5,general pathological conditions,train,440,True,non-urgent,0.09758676588535309,0.9024132490158081,0.9024132490158081,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Alterations of muscarinic acetylcholine receptors in the nasal mucosa of allergic patients in comparison with nonallergic individuals. Cholinergic nasal hyperresponsiveness in nasal allergy may be due to changes of the characteristics in muscarinic cholinergic receptors. Radioligand receptor binding and in vitro autoradiographic studies of nasal mucosa in nonallergic (NA) and allergic patients were performed to investigate this hypothesis. The heterogeneous NA group was subdivided into control individuals and patients with chronic sinusitis and vasomotor rhinitis. The 3H-(-)-Quinuclidinylbenzilate binding to muscarinic receptors in human nasal mucosa membranes was saturable and of high affinity in all groups. No significant differences could be demonstrated between the subgroups of the NA patients. In allergic patients the dissociation constants and receptor densities were significantly decreased in comparison with those of NA and with those of control individuals. No differences in agonist binding or coupling of the muscarinic receptor to the effector system via the G protein could be observed in allergic patients. In vitro autoradiographic experiments demonstrated specific 3H-(-)-Quinuclidinylbenzilate labeling of the glandular acini in NA and allergic patients. No specific labeling could be observed in the epithelium, blood vessels, or connective tissue. In conclusion, the increased sensitivity and decreased muscarinic receptor number may reflect the cholinergic-induced hypersecretion in nasal allergy but are probably too small to explain the complex allergic reaction.",5,general pathological conditions,train,376,True,non-urgent,0.09656009823083878,0.9034398794174194,0.9034398794174194,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Altered expression of the retinoblastoma gene product in human sarcomas. BACKGROUND. The retinoblastoma-susceptibility (Rb) gene is a prototype tumor-suppressor gene originally isolated from patients with heritable retinoblastoma. This gene encodes a nuclear phosphoprotein whose expression is altered in several types of human tumors. METHODS. We studied the expression of the Rb protein in 44 primary and 12 metastatic high-grade human sarcomas by means of immunohistochemical methods and Western blotting. Computerized image analysis was used to quantify the level of Rb gene product in individual tumor cells. The expression of the Rb gene was then correlated with clinical outcome in the patients with primary tumors. RESULTS. Of the 44 patients with primary sarcomas, 13 (30 percent) had tumors with normal, homogeneous expression of the Rb protein in essentially all tumor cells. Thirty-one patients with primary tumors (70 percent) had altered Rb expression; in 18 (40 percent) the Rb protein was heterogeneously expressed, and in 13 (30 percent) it was detected in fewer than 20 percent of the tumor cells. All 12 of the patients with metastatic sarcomas had altered expression of the Rb protein. When the findings in the patients with primary tumors were correlated with clinical outcome, survival was found to be significantly increased in the patients whose tumors had homogeneous Rb expression, as compared with those with either heterogeneous expression (P = 0.026) or no expression (P = 0.012). CONCLUSIONS. Tumors in which the expression of Rb gene product was decreased were more aggressive than tumors in which this protein was expressed by nearly all cells. The Rb gene product may be an important prognostic variable in patients with these tumors.",1|5,neoplasms|general pathological conditions,train,412,True,non-urgent,0.1915138214826584,0.8084862232208252,0.8084862232208252,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Altered pattern of calcium kinetics in hemodialysis patients after parathyroidectomy. Six HD patients with severe secondary hyperparathyroidism (sHPT) underwent studies of calcium kinetics prior to and after parathyroidectomy (PTX) with autotransplantation. Postoperatively, patients received vitamin D and calcium supplementation. Before PTX, a markedly elevated bone turnover was found, with increased fluxes of calcium from plasma into the exchangeable calcium pool. This pool was three times larger than normal, indicating a high risk of extraosseous calcifications. Despite a marked fall in parathyroid hormone (iPTH) levels after PTX, bone cell activity was maintained, as indicated by elevated values for Ca retention. Although Ca efflux from plasma into other compartments of the exchangeable pools remained above normal, the size of the total exchangeable calcium pool markedly decreased after PTX, indicating that PTX with autotransplantation, followed by vitamin D therapy, can normalize bone turnover and shift the balance of calcium flux towards mineralized bone. Reduction in the exchangeable calcium pool may explain the clinical finding that extraosseous calcifications regress in some patients after PTX.",5,general pathological conditions,train,273,True,non-urgent,0.20754021406173706,0.7924597263336182,0.7924597263336182,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Altered protein tyrosine kinase levels in human colon carcinoma. To further understand the molecular mechanisms and the biological indicators of colonic tumorigenesis, the authors examined tyrosine kinase activity in the cytosol and in the particulate fraction of the homogenates of specimens from 20 human colonic carcinomas and compared them with the adjacent normal mucosal tissues. Total protein tyrosine kinase activity could be precisely detected using miniphosphocellulose column purification and a synthetic peptide, Glu-asparagine (Asp)-alanine (Ala)-Glu-tyrosine (Tyr)-Ala-Ala-arginine (Arg)-Arg-Arg-glycine (Gly) (E11-G1), as an artificial substrate. Tyrosine kinase activity of colonic carcinoma and normal mucosa was reduced in the cytosol fraction whereas activity in the particulate fraction was elevated with respect to protein concentration. The average specific activity ratios were 1.95 +/- 0.27 (normal cytosolic/carcinoma cytosolic) and 0.57 +/- 0.01 (normal particulate/carcinoma particulate) for tyrosine kinase activity. Cellular distribution (% cytosol) of tyrosine kinase activity in normal mucosa and in carcinoma varied from 21.0% to 91.2% and from 7.0% to 61.4%, respectively. In nearly all cases the percentage of cytosolic tyrosine kinase activity in carcinoma tissues was lower than in normal tissues. There was no difference due to histologic type or the presence of adenomatous components. A significant decrease of cytosolic tyrosine kinases was correlated with Dukes' Stage A. With advancing Dukes' stage, the average specific activity ratios (normal cytosol/carcinoma cytosol) were decreased. This study indicates that colonic carcinogenesis might be associated with alterations in cellular levels of tyrosine kinase activity and that the average specific activity ratio (normal cytosol/carcinoma cytosol) had a possible correlation with colonic tumor growth.",1,neoplasms,train,505,True,non-urgent,0.2332831621170044,0.7667168974876404,0.7667168974876404,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Altered waveform of plasma nocturnal melatonin secretion in premenstrual depression. The nocturnal secretion of plasma melatonin was determined under dim to dark conditions in eight patients with prospectively confirmed premenstrual syndrome and in eight age- and menstrual cycle phase-matched normal control subjects. Plasma samples for melatonin were collected every 30 minutes from 6 PM to 9 AM during the early follicular, late follicular, midluteal and late luteal phases of the menstrual cycle. Compared with normal controls, patients with premenstrual syndrome had an earlier (phase-advanced) offset of melatonin secretion, which contributed to a shorter secretion duration and a decreased area under the curve. No statistically significant differences were found between women with premenstrual syndrome and normal controls for melatonin onset or peak concentration, or for estradiol or progesterone levels. The data demonstrate that women with premenstrual syndrome have chronobiological abnormalities of melatonin secretion. The fact that these patients respond to treatments that affect circadian physiology, such as sleep deprivation and phototherapy, suggests that circadian abnormalities may contribute to the pathogenesis of premenstrual syndrome.",3|5,nervous system diseases|general pathological conditions,test|train,285,True,non-urgent,0.09586423635482788,0.9041357636451721,0.9041357636451721,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Alternate-day prednisone treatment and treatment maintenance in Crohn's disease. We have reviewed our data from 55 patients with Crohn's disease (CD) treated with alternate-day prednisone (average dose: 25 mg every other morning) between 1966 and 1989 for a mean duration of 6.6 yr. Daily divided corticosteroid doses were given to all patients with active disease that had not been responsive to supportive measures and, in almost all cases, not responsive to sulfasalazine alone. After initial remission was achieved, patients were switched to alternate-day doses. Treatment evaluations utilized global assessment and the CD activity index of Harvey and Bradshaw (CDAI-HB) shown to correlate closely with the National Cooperative Crohn's Disease Study (NCCDS) activity index (CDAI). CDAI-HB scores of 0-1 indicated no or minimal activity, whereas scores of 2-15 indicated progressive activity. With the CDAI-HB and global assessments, in agreement in all cases, 33 patients (60%) showed favorable responses with 95% confidence intervals (CI) of 46.8 to 73.2. Comparing the results with a literature-based 20% spontaneous long-term remission rate, the data are significant at p less than 0.01. Serious complications were gratifyingly low, with no observed instances of osteonecrosis. It is concluded that alternate-day prednisone treatment and treatment maintenance, with or without concomitant sulfasalazine, after conventional induction of remission with daily steroid doses, is a reasonable treatment option for patients with CD not responsive to sulfasalazine alone.",2,digestive system diseases,train,378,True,non-urgent,0.16282151639461517,0.8371784687042236,0.8371784687042236,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Alternating cisplatinum and VAC ineffective in end stage squamous cell carcinoma of the head and neck. Sixteen patients with end stage squamous cell carcinoma of the head and neck were admitted to a phase II study of alternating courses of cisplatinum (100 mg/m2) and VAC (vincristine 1.4 mg/m2, adriamycin 50 mg/m2, cyclophosphamide 750 mg/m2) given at three weekly intervals. Only two patients achieved a response (12 per cent). The median survival time was 62 days which is much the same as that of a similar group of patients who received no chemotherapy in a previous trial (70 days).",1,neoplasms,train,166,False,urgent,0.5699432492256165,0.43005678057670593,0.5699432492256165,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Alternating hepatic intra-arterial floxuridine and fluorouracil: a less toxic regimen for treatment of liver metastases from colorectal cancer. Hepatic intra-arterial (HIA) infusion of floxuridine (FUDR) via an implanted pump has shown promise in the treatment of colorectal cancer metastasized to the liver. However, the potential benefit of this therapy may be offset by the high incidence of treatment-limiting biliary toxicity. Although weekly HIA bolus of fluorouracil (5-FU) is effective against metastatic colorectal cancer to the liver with no biliary toxicity, it is limited by systemic side effects. In December 1986, we began a phase II trial of alternating HIA FUDR and 5-FU via the implanted pump in an attempt to extend the duration of treatment by obviating the limiting biliary (FUDR) and systemic (5-FU) drug toxic effects. Patients received continuous HIA FUDR at 0.1 mg/kg of body weight per day on days 1 through 8 followed by an HIA bolus of 5-FU at 15 mg/kg given via the pump sideport on days 15, 22, and 29, with the cycle repeated every 35 days. Sixty-eight patients were enrolled in this trial, and 64 were fully evaluable. Of the 64 patients, 30 (47%) previously had received chemotherapy. Major response (complete response plus partial response) was observed in 32 (50%) of 64 patients, and the median survival from pump implantation in all patients was 22.4 months. In contrast to the experience with the single-agent HIA FUDR regimen, no patient had treatment terminated because of drug toxicity. Alternating HIA FUDR and 5-FU has efficacy similar to that of HIA FUDR given alone, but when closely monitored and adjusted appropriately, is not associated with toxic effects requiring treatment termination.",1,neoplasms,test,439,True,urgent,0.5854969620704651,0.4145030081272125,0.5854969620704651,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Alternation of gastric mucosal glycoprotein (lectin-binding pattern) in gastric mucosa in stress. A light and electron microscopic study. Gastric mucosal cells of the rat glandular stomach were studied by light and electron microscopic procedures by use of lectins in the development of acute gastric mucosal lesions. Effects of the H2-receptor antagonist sofalcone (2'carboxymethoxy-4,4'-bis 3-methyl-2) and truncal vagotomy with pyloroplasty on lectin binding sites and distribution were also investigated. Biotinylated lectins in combination with ABC (avidin-biotinyl peroxidase complex) method were used for light and horseradish peroxidase (HRP)-labeled lectins for electron microscopic studies. Gastric mucosal cells showed the specific binding pattern for each lectin by light microscopy. Especially, binding sites and distribution of peanut agglutinin (PNA) were characteristic after induction of stress, truncal vagotomy, and administration of each drug. Staining and distribution increased in the gastric mucosa upward and downward after that. In electron microscopic studies, PNA strongly stained the membranes of the intracellular secretory canaliculi of a parietal cell. These results suggested that alternation of binding sites and distribution was regulated by change of gastric mucosal blood flow and of acidity in the parietal cells. Therefore, increase of glycoconjugate distribution is supposed to be a possibility of cytoprotective effect for a change of environment in the parietal cells.",2|5,digestive system diseases|general pathological conditions,train,383,True,non-urgent,0.14639639854431152,0.8536036610603333,0.8536036610603333,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Alternative splicing of endothelial cell fibronectin mRNA in the IIICS region. Functional significance. Transforming growth factor-beta 1 (TGF-beta 1) is thought to play a role in modulating vascular cell function in vivo. In vitro, it decreases endothelial cell proliferation and migration. We postulated that these biologic activities could be mediated through TGF-beta 1 modulation of specific gene expression. Therefore we differentially screened a human umbilical vein endothelial cell cDNA library with cDNAs prepared from both untreated and TGF-beta 1-treated bovine aortic endothelial cells. Using this technique, we isolated many TGF-beta 1-induced cDNA clones. Sequence analysis of these cDNAs showed that many of them corresponded to alternatively spliced fibronectin mRNAs. These fibronectin clones all contained the extradomain I (ED I) but three different forms of the type III connecting segment (IIICS). These different fibronectin cDNAs were expressed in bacteria and the recombinant proteins used to study the effects of IIICS alternative splicing on cell attachment, spreading, and migration in bovine aortic endothelial and smooth muscle cells and B16F10 melanoma cells. The results of these experiments show that attachment and spreading of bovine aortic endothelial and smooth muscle cells depend primarily on the presence of the Arg-Gly-Asp-Ser (RGDS) sequence in the recombinant fibronectin proteins. However attachment and spreading of bovine aortic endothelial cells are modulated by alternative splicing in the IIICS region. Specifically splicing of the IIICS region decreases spreading and increases migration rates of the endothelial cells. On the contrary, using a cell line (B16F10 melanoma cells) that is known not to require the RGDS sequence for adhesion confirmed previous findings that B16F10 melanoma cells do not require the presence of the RGDS sequence for attachment and spreading. Indeed B16F10 cells were able to attach and spread on two recombinant proteins that did not contain the RGDS sequence. However attachment and spreading of B16F10 were dramatically inhibited when a 75-base pair DNA fragment was removed from the 5' end of the IIICS region. These results suggest that various regions of the fibronectin molecule may be able to interact with different cell populations to promote cell attachment and spreading, and that alternative splicing may modulate this process.",1,neoplasms,train,587,True,non-urgent,0.15962153673171997,0.84037846326828,0.84037846326828,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
Alternative technique for repair of sinus venosus atrial septal defect. A technique is described for closure of a sinus venosus atrial septal defect using a single patch held in place by sutures placed from outside the right atrium and underneath the superior vena cava. The superior vena cava does not require enlargement and potential damage to the artery to the sinoatrial node is avoided.,4,cardiovascular diseases,train,91,False,urgent,0.5232905149459839,0.47670942544937134,0.5232905149459839,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Alternative therapies, 1990. An overview. The availability of alternative therapies for many health problems is a well-documented historical fact. Alternative therapies are generally understood to be those therapies outside of the usually accepted medical therapies for disease processes, such as cancer, arthritis, diabetes, psoriasis, lupus, and AIDS. Some other descriptive terms utilized include questionable, unproven, dubious, unorthodox, and unconventional. These alternative therapies vary from active involvement in promotion of one's own health (exercise, diet) to quackery. In today's society, with emphasis on self-involvement with individual health, metabolic therapies have become the most widely practiced alternative therapy. In an antiestablishment, anti-intellectual climate, with an increasingly mobile, rootless population, alternative therapies are in somewhat of a renaissance. Some confusion exists regarding clinical trials and alternative therapies in the general population and in the noninvolved health profession. Various studies indicate that from 10% to 50% of cancer patients use some alternative therapy, with national expenditures ranging as high as $10 billion annually. Better-educated patients with higher-than-average income are more likely to choose alternative therapies and are frequently supported by a physician in this choice. Most cancer patients continue under a physician's care and continue usual therapy while pursuing alternative methods. Approximately 5% of cancer patients abandon appropriate therapy and pursue potentially harmful alternative methods. A variety of sociomedical questions are brought forth by studies of the use of alternative therapies. A great need for public and professional education regarding this subject is evident.",1,neoplasms,train,349,True,non-urgent,0.04692249372601509,0.953077495098114,0.953077495098114,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Alzheimer's disease and related disorders in state mental hospitals: data from a nationwide survey. Notwithstanding three decades of transferring of the elderly to nursing homes, geriatric patients continue to reside in state mental hospitals. Many of these patients, perhaps one-third or more, are thought to suffer from Alzheimer's disease and related disorders (ADRD). This study reports data from a nationwide survey of state hospitals that provides an exploratory look at the ADRD patients currently served in state hospitals. Admission trends, reasons for admission, and sources of referral are described. Civil commitment of nursing home patients with dementing illnesses and the place of the state hospital in the continuum of care for ADRD patients are discussed.",3,nervous system diseases,train,153,False,non-urgent,0.43015024065971375,0.5698497891426086,0.5698497891426086,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Amebic meningoencephalitis in a patient with AIDS caused by a newly recognized opportunistic pathogen. Leptomyxid ameba. A fatal case of meningoencephalitis due to a leptomyxid ameba in a patient with the acquired immunodeficiency syndrome is presented. This opportunistic organism has not been previously recognized as a human pathogen. A 36-year-old male intravenous drug abuser died after an 18-day hospital course heralded by fever and headache and followed by nuchal rigidity and hemiparesis. Computed tomography of the head showed multiple hypodense lesions. Neuropathologic examination showed that in addition to human immunodeficiency virus encephalomyelitis, there was multifocal meningoencephalitis with trophozoites and cysts morphologically indistinguishable from those of Acanthamoeba. These organisms were also found in the kidneys and adrenal glands. By immunofluorescence, the parasites showed antigenic identity with a free-living leptomyxid ameba and failed to react with any of a spectrum of antiacanthamoeba antisera. This emphasizes the importance of immunofluorescence identification of morphologically indistinguishable ameba species.",3,nervous system diseases,train,314,True,urgent,0.8610092401504517,0.13899081945419312,0.8610092401504517,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Amelioration of cholinergic-induced pancreatitis with a selective cholecystokinin receptor antagonist. Acute edematous pancreatitis follows excessive cholinergic stimulation in patients exposed to anticholinesterase-containing insecticides. We describe the role of cholecystokinin and the benefits of cholecystokinin receptor blockade in this form of pancreatitis. A cholinergic mimetic (carbachol) was administered to rats weighing 300 to 350 g and produced a form of edematous pancreatitis that mimics that seen in humans. Animals received carbachol intraperitoneally, either alone (250 micrograms/kg of body weight) or with cholecystokinin-receptor antagonist devazepide (3 mg/kg of body weight) and were killed 4 hours later. Carbachol administration resulted in a 19% increase in pancreatic weight, a fourfold increase in serum amylase levels, and a 14-fold increase in serum lipase levels. Plasma cholecystokinin levels, however, were not altered. Devazepide administered prior to cholinergic hyperstimulation blocked pancreatic weight increase and reduced elevations in serum amylase levels twofold and lipase levels fourfold. Although cholecystokinin levels are not elevated in this model of pancreatitis, blockade of even low, background concentrations of this regulatory peptide is beneficial.",2|5,digestive system diseases|general pathological conditions,train,318,True,urgent,0.6494934558868408,0.3505065441131592,0.6494934558868408,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Amenorrhea, osteopenia, and the female athlete. Athletic amenorrhea is a problem because it is associated with an increased risk of injuries and potentially an increased risk of osteoporosis in later life. This article gives suggestions for the evaluation of the athlete with amenorrhea and for treatment protocols. Primary care physicians should routinely screen female adolescent athletes for amenorrhea and, if athletic amenorrhea is present, initiate treatment or referral for treatment for this important problem with short- and long-term complications.",5,general pathological conditions,test,115,False,non-urgent,0.2534303069114685,0.7465696930885315,0.7465696930885315,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Amenorrhea. Amenorrhea, the lack of menstruation, is a gynecologic disorder that may arise from a variety of causes. If a logical and orderly schema is followed, the correct diagnosis and appropriate management plan can be formulated.",5,general pathological conditions,train,59,False,non-urgent,0.3282453715801239,0.6717545986175537,0.6717545986175537,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Amiloride blocks the onset of ACTH-induced hypertension in the sheep. This study investigated the ability of two diuretics, amiloride and frusemide, to prevent the development of ACTH induced hypertension in conscious sheep. Infusion of amiloride (20 mg/day) or frusemide (50 mg/day) for three days into normotensive sheep did not have any significant effects on blood pressure. Amiloride blocked ACTH-induced hypertension and the sodium retention and hypokalemia which is usually associated with ACTH administration. Frusemide failed to completely block the hypertension and potassium loss, however it blocked the transient initial urinary sodium retention associated with ACTH-induced hypertension. As frusemide failed to completely block the hypertension it is unlikely that the amiloride effect is due primarily to effects on urinary Na excretion. It is possible that amiloride is exerting its antihypertensive effects by blocking sodium channels.",4,cardiovascular diseases,train,230,False,non-urgent,0.2560385763645172,0.7439614534378052,0.7439614534378052,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Aminocaproic acid prophylaxis in traumatic hyphema. Oral aminocaproic acid has been shown to be effective in clot stabilization and in the reduction of secondary bleeding rates in cases of traumatic hyphema. In a retrospective study of 105 patients treated during a 1-year period, we found the incidence of rebleeding in patients with traumatic hyphema who received aminocaproic acid prophylaxis was 2%; the incidence in those who did not was 25%.",5,general pathological conditions,train,110,False,urgent,0.7002366185188293,0.2997633218765259,0.7002366185188293,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Aminoglycosides: assessing the potential for nephrotoxicity. Although aminoglycosides have been a mainstay of antibiotic therapy in postsurgical infections, certain patients may be at risk for potential aminoglycoside induced toxicities. Aminoglycoside nephrotoxicity is one of the most frequent causes of iatrogenic renal failure. A narrow toxicity to therapeutic ratio, a relatively long serum half-life and concentration in the renal cortex all contribute to renal dysfunction. Patients at greatest risk for aminoglycoside-induced nephrotoxicity include the elderly, patients with pre-existing renal disease and those who are volume depleted. Calculations based on the results of a multicenter study demonstrate that the average additional cost incurred for each patient who had aminoglycoside-related nephrotoxicity was $2,501. Methods are reviewed for prospectively assessing the potential for development of nephrotoxicity to identify patients for whom effective therapeutic substitutes for aminoglycosides should be sought.",5,general pathological conditions,train,230,False,urgent,0.6575724482536316,0.3424275517463684,0.6575724482536316,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Amiodarone versus bretylium for suppression of reperfusion arrhythmias in dogs. Reperfusion arrhythmias are an important complication of interventions to limit infarct size. Recently, amiodarone has been shown to be rapidly effective in suppressing sustained, incessant ventricular tachycardia and ventricular fibrillation in this setting. This study evaluated the time course of arrhythmia suppression and comparative efficacy of amiodarone versus bretylium in a canine model of reperfusion arrhythmias. Of 23 dogs subjected to a Harris two-stage coronary artery ligation followed by release, 18 demonstrated clinically significant ventricular arrhythmias and received either intravenous amiodarone, 5 mg/kg (9 dogs), or intravenous bretylium, 5 mg/kg (9 dogs). Direct-current shocks for sustained ventricular tachycardia or ventricular fibrillation were administered as necessary. Amiodarone rapidly suppressed sustained ventricular tachycardia and ventricular fibrillation in this model with no dog in the amiodarone-treated group requiring cardioversion after completion of the 15-minute infusion versus 4 of 9 dogs in the bretylium-treated group (p less than 0.05). Amiodarone was more effective than bretylium in suppressing episodes of sustained ventricular tachycardia/ventricular fibrillation, episodes of nonsustained ventricular tachycardia, and premature ventricular complexes. The blood pressure and heart rate decreased more after amiodarone administration than after bretylium administration. We conclude that, in the canine reperfusion arrhythmia model, amiodarone is rapidly effective in suppressing ventricular arrhythmias and is more effective than bretylium.",4|5,cardiovascular diseases|general pathological conditions,train,423,True,urgent,0.8212763071060181,0.17872366309165955,0.8212763071060181,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Amniotic and thromboembolism. Embolic phenomena in pregnancy demand rapid investigation and treatment. Regardless, some patients will not survive due to the enormity of the insult. Optimally, such patients should be treated in tertiary care centers, but this is not always possible.",4|5,cardiovascular diseases|general pathological conditions,train,63,False,urgent,0.900256872177124,0.09974309802055359,0.900256872177124,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Amoxicillin or myringotomy or both for acute otitis media: results of a randomized clinical trial. A total of 536 infants and children with acute otitis media were randomly assigned to one of six consistent year-long regimens involving the treatment of nonsevere episodes with either amoxicillin or placebo, and severe episodes with either amoxicillin, amoxicillin and myringotomy, or, in children aged 2 years or older, placebo and myringotomy. Nonsevere episodes had more favorable outcomes in subjects assigned to treatment with amoxicillin than with placebo, as measured by the proportions that resulted in initial treatment failure (3.9% vs 7.7%, P = .009) and the proportions in which middle-ear effusion was present at 2 and 6 weeks after onset (46.9% vs 62.5%, P less than .001; and 45.9% vs 51.5%, P = .09, respectively). In subjects whose entry episode was non-severe, those assigned to amoxicillin treatment had less average time with effusion during the succeeding year than those assigned to placebo treatment (36.0% vs 44.4%, P = .004), but recurrence rates of acute otitis media in the two groups were similar. In the 2-year-and-older age group, severe episodes resulted in more initial treatment failures in subjects assigned to receive myringotomy alone than in subjects assigned to receive amoxicillin with, or without, myringotomy (23.5% vs 3.1% vs 4.1%, P = .006). In the study population as a whole, severe episodes in subjects assigned to receive amoxicillin alone, and amoxicillin with myringotomy, had comparable outcomes. It is concluded that children with acute otitis media should routinely be treated with amoxicillin (or an equivalent antimicrobial drug). The data provide no support for the routine use of myringotomy either alone or adjunctively.",5,general pathological conditions,train,448,True,non-urgent,0.22336989641189575,0.7766301035881042,0.7766301035881042,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Amphotericin B vs high-dose ketoconazole for empirical antifungal therapy among febrile, granulocytopenic cancer patients. A prospective, randomized study. We compared high-dose ketoconazole (800 mg/kg per day, orally) with amphotericin B (0.5 mg/kg per day, intravenously) for empirical antifungal therapy in a prospective, randomized study of persistently or recurrently febrile granulocytopenic cancer patients. Among 97 patients eligible for empirical antifungal therapy, 20 (21%) of these patients were ineligible for randomization to ketoconazole treatment because of their inability to tolerate oral medications. Among 72 patients eligible for randomization, 64 were assessable (32 in each arm of the study). Five of six patients with proved fungal infections who were randomized to receive ketoconazole treatment required crossover to amphotericin B treatment because of progressive infection. The conditions of three of these five patients improved after receiving amphotericin B. The frequency of transaminase elevation was higher in those receiving ketoconazole, while the frequency of azotemia was higher in those receiving amphotericin B. Bioavailability of ketoconazole was unpredictable. Amphotericin B remains the drug of choice for empirical antifungal therapy in granulocytopenic patients; whereas, lack of a parenteral formulation, ineffectiveness against proved mycoses, and unreliable bioavailability preclude high-dose ketoconazole from being an appropriate compound for this purpose.",1|5,neoplasms|general pathological conditions,train,366,True,urgent,0.7468073964118958,0.25319257378578186,0.7468073964118958,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
